Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt
0,0,0,0,1166,1129,0,2295,1,0,2,1,4,1,1,9,0,1,2,Attchd,1992.0
0,2,1,2,841,806,0,1647,1,0,1,1,4,1,3,6,0,0,,Detchd,1920.0
0,0,0,0,1134,1370,0,2504,0,0,2,1,4,1,0,11,0,1,1,BuiltIn,2005.0
0,0,0,0,1535,0,0,1535,0,0,2,0,3,1,1,7,0,0,,Attchd,2004.0
0,0,0,0,1496,636,0,2132,1,0,1,1,1,1,1,5,2,1,1,BuiltIn,1983.0
0,2,0,0,943,0,0,943,1,0,1,0,2,1,2,4,0,2,2,Detchd,1979.0
0,2,0,0,1728,0,0,1728,0,0,2,0,6,2,2,10,0,0,,Detchd,1987.0
0,0,0,0,864,0,0,864,1,0,1,0,2,1,1,4,0,0,,Attchd,1959.0
0,1,0,0,846,846,0,1692,0,0,2,1,3,1,1,6,0,0,,Attchd,2009.0
0,0,0,0,774,656,0,1430,0,0,2,1,3,1,2,8,0,1,2,BuiltIn,2000.0
0,2,0,0,576,533,0,1109,0,1,1,0,3,1,2,5,0,0,,BuiltIn,1971.0
0,2,0,0,832,384,0,1216,0,0,1,0,2,1,2,6,0,0,,Detchd,1947.0
0,1,0,0,877,600,0,1477,0,1,2,0,3,1,2,6,0,1,1,Detchd,1928.0
0,0,0,0,1320,0,0,1320,1,0,1,0,3,1,2,6,0,2,3,Attchd,1966.0
0,0,0,0,703,689,0,1392,0,0,2,0,2,1,1,5,0,0,,Detchd,2007.0
0,0,1,2,1050,745,0,1795,0,0,2,0,4,1,2,7,0,0,,Attchd,1954.0
0,0,0,0,1429,0,0,1429,0,1,1,0,3,1,1,7,0,2,1,Attchd,1960.0
0,0,0,0,2042,0,0,2042,0,0,2,1,3,1,0,8,0,1,1,Attchd,2009.0
0,2,0,0,816,0,0,816,1,0,1,0,3,1,2,5,0,0,,,
0,1,0,0,1521,1254,0,2775,0,0,3,1,3,1,1,9,0,1,1,Detchd,1988.0
0,0,0,0,989,584,0,1573,0,0,1,0,3,1,1,6,0,0,,Detchd,1935.0
0,0,0,0,2028,0,0,2028,1,0,2,0,2,1,1,7,0,2,1,Attchd,2005.0
0,0,0,0,838,0,0,838,1,0,1,0,2,1,3,5,0,0,,Detchd,1961.0
0,2,0,0,860,0,0,860,1,0,1,0,2,1,2,4,0,0,,Detchd,1996.0
0,0,0,0,1473,0,0,1473,2,0,1,0,1,1,0,5,0,2,1,Attchd,1968.0
0,2,0,1,779,0,156,935,0,0,1,0,2,1,2,4,0,0,,Detchd,1988.0
0,0,0,0,770,812,0,1582,0,0,2,1,3,1,1,6,0,0,,Attchd,2004.0
0,0,0,0,1728,568,0,2296,1,0,2,1,3,1,0,10,0,1,1,BuiltIn,2008.0
0,0,0,0,816,0,0,816,1,0,1,0,2,1,2,4,0,0,,Detchd,1985.0
0,0,0,0,848,0,0,848,1,0,1,0,1,1,1,4,0,0,,Attchd,2003.0
0,2,0,0,924,0,0,924,0,0,1,0,3,1,2,5,0,0,,Detchd,1981.0
0,0,0,0,1826,0,0,1826,1,0,2,0,3,1,1,7,0,1,2,Attchd,2005.0
0,0,1,1,684,684,0,1368,0,0,1,0,3,1,2,7,0,0,,Detchd,1930.0
0,0,0,0,1402,0,0,1402,0,2,0,2,2,1,1,7,0,1,1,Attchd,2006.0
0,0,0,0,1647,0,0,1647,1,0,2,0,3,1,1,7,0,1,2,Attchd,1977.0
0,2,0,0,716,840,0,1556,1,0,2,1,3,1,2,6,0,1,2,Attchd,1980.0
0,0,0,0,1058,846,0,1904,1,0,2,1,3,1,0,8,0,1,1,BuiltIn,2003.0
0,2,0,0,780,595,0,1375,0,0,1,1,3,1,1,6,0,1,1,Detchd,1979.0
0,0,0,0,927,988,0,1915,1,0,2,1,3,1,1,8,0,1,2,Attchd,1992.0
0,0,0,0,600,600,0,1200,0,0,2,1,2,1,1,4,0,0,,Detchd,2004.0
0,0,0,0,1494,0,0,1494,1,0,2,0,3,1,1,6,0,1,2,Attchd,2002.0
0,2,0,0,1186,800,0,1986,0,0,2,1,3,1,2,7,0,3,3,Attchd,1965.0
0,1,0,0,1040,0,0,1040,1,0,1,0,3,1,1,6,0,0,,Detchd,2000.0
0,0,0,0,1112,896,0,2008,1,0,3,0,3,1,0,8,0,0,,Attchd,1948.0
0,2,0,0,1940,1254,0,3194,0,0,2,1,4,1,2,10,0,2,1,Basment,1934.0
0,1,0,0,1029,0,0,1029,1,0,1,0,3,1,2,5,0,0,,Attchd,1961.0
0,0,0,0,1476,677,0,2153,1,0,2,1,3,1,0,8,0,2,0,Attchd,2000.0
0,2,0,0,1032,0,0,1032,0,1,2,0,3,1,2,6,0,1,2,Attchd,1978.0
0,0,0,0,1299,573,0,1872,1,0,2,1,3,1,0,7,0,1,2,BuiltIn,2001.0
0,0,0,0,1120,0,0,1120,0,0,1,0,3,1,2,6,0,0,,,
0,0,0,0,630,0,0,630,1,0,1,0,1,1,2,3,0,0,,,
0,0,0,0,1054,0,0,1054,1,0,1,0,3,1,1,6,0,0,,Attchd,1963.0
0,0,0,0,807,702,0,1509,1,0,2,1,3,1,1,7,0,1,1,Attchd,2002.0
0,1,0,0,832,0,0,832,0,0,1,0,2,1,1,4,0,0,,Detchd,1962.0
0,0,0,0,1828,0,0,1828,0,0,2,0,3,1,1,9,0,1,1,Attchd,2007.0
0,0,0,0,1482,780,0,2262,1,0,2,1,4,1,1,10,0,2,1,Attchd,2003.0
0,2,1,2,864,0,0,864,1,0,1,0,2,1,2,5,0,0,,,
0,2,0,0,1548,1066,0,2614,0,0,2,1,4,1,2,9,0,1,2,Attchd,1974.0
0,2,0,0,980,0,0,980,0,0,1,0,3,1,2,6,0,0,,Detchd,1986.0
0,0,0,0,756,756,0,1512,0,0,2,1,2,1,1,4,0,1,2,Detchd,2000.0
0,1,0,0,1012,778,0,1790,1,0,1,2,4,1,2,8,2,1,2,Attchd,1972.0
0,2,0,0,1116,0,0,1116,0,0,1,1,3,1,2,5,0,0,,Attchd,1962.0
0,2,0,0,1422,0,0,1422,0,0,1,0,3,1,2,6,1,1,2,Attchd,1960.0
0,0,0,0,1520,0,0,1520,1,0,1,0,3,1,2,7,0,2,1,Basment,1955.0
0,2,0,0,1040,1040,0,2080,0,1,1,2,5,1,3,9,0,2,2,Attchd,1969.0
0,2,0,0,1350,0,0,1350,1,0,1,1,3,1,2,6,0,0,,Attchd,1964.0
0,2,0,1,1089,661,0,1750,0,0,1,0,3,1,0,8,0,0,,Detchd,1937.0
0,0,0,0,1554,0,0,1554,0,0,2,0,2,1,1,6,0,1,1,Attchd,2006.0
0,2,0,0,1411,0,0,1411,0,0,2,0,3,1,2,6,0,1,2,Attchd,1977.0
0,2,0,0,1056,0,0,1056,0,1,1,0,3,1,2,6,0,0,,Attchd,1954.0
0,1,0,0,1056,0,0,1056,2,0,0,0,0,2,2,4,0,0,,Detchd,1980.0
0,0,0,1,1440,1440,515,3395,0,0,2,0,8,2,3,14,0,0,,,
Grav,3,1,1,800,0,0,800,0,0,1,0,1,1,3,4,4,1,4,,
0,2,0,1,811,576,0,1387,0,0,2,0,3,2,1,7,0,0,,BuiltIn,1954.0
0,1,0,1,796,0,0,796,0,0,1,0,2,1,2,4,0,0,,,
0,0,0,0,1567,0,0,1567,1,0,2,0,1,1,0,7,0,1,1,Attchd,2006.0
0,0,0,0,1518,0,0,1518,0,0,1,1,1,1,0,6,0,1,1,Attchd,2003.0
0,0,0,0,1057,872,0,1929,1,0,2,1,3,1,1,7,0,1,2,Attchd,2001.0
0,1,0,0,2000,704,0,2704,1,0,2,1,4,1,0,9,0,3,2,Attchd,1972.0
0,0,0,0,780,840,0,1620,0,0,2,1,4,1,2,7,1,0,,Attchd,1969.0
0,0,0,0,1766,0,0,1766,1,0,2,1,2,1,0,7,0,1,1,Attchd,2009.0
0,2,0,0,981,0,0,981,1,0,1,1,3,1,2,5,0,0,,Detchd,1979.0
0,1,0,0,1048,0,0,1048,0,0,1,0,3,1,2,7,1,0,,Detchd,1950.0
0,0,0,0,1094,0,0,1094,0,0,1,0,3,1,2,5,0,2,1,Attchd,1953.0
0,2,0,0,1051,788,0,1839,0,0,1,1,4,1,2,7,0,1,2,Attchd,1966.0
0,1,0,0,630,0,0,630,1,0,1,0,1,1,2,3,0,0,,,
0,0,0,0,822,843,0,1665,0,0,2,1,3,1,1,7,0,0,,Attchd,2007.0
0,2,0,0,755,755,0,1510,1,0,1,0,4,1,2,7,0,1,1,Detchd,1940.0
0,0,0,0,909,807,0,1716,0,0,2,1,2,1,1,7,0,1,2,Attchd,1996.0
0,0,0,0,756,713,0,1469,0,0,1,0,3,1,2,7,0,0,,Detchd,1906.0
0,0,0,0,2113,0,0,2113,1,0,2,1,2,1,1,7,0,1,2,Attchd,1995.0
0,2,0,0,525,567,0,1092,0,0,1,1,3,1,2,6,0,0,,Detchd,1971.0
0,0,0,0,1053,0,0,1053,1,0,1,1,3,1,1,5,0,0,,Attchd,1959.0
0,2,0,0,851,651,0,1502,0,0,1,1,3,1,2,6,0,1,1,Attchd,1931.0
0,2,0,0,912,546,0,1458,0,1,1,0,3,1,2,6,0,1,1,Attchd,1948.0
0,0,0,0,1486,0,0,1486,1,0,1,0,3,1,2,7,0,0,,Detchd,1968.0
0,2,0,0,1142,793,0,1935,0,0,2,1,3,1,2,7,0,1,2,Attchd,1976.0
0,0,0,0,1686,762,0,2448,1,0,2,1,4,1,1,8,0,1,2,Attchd,1994.0
0,1,0,0,1392,0,0,1392,1,0,1,0,2,1,2,5,5,2,2,Attchd,1968.0
0,2,0,0,1181,0,0,1181,1,0,2,0,3,1,2,6,0,0,,Detchd,1974.0
0,0,0,0,2097,0,0,2097,1,0,1,1,1,1,0,8,0,1,0,Attchd,2005.0
0,0,0,0,1454,482,0,1936,0,0,2,1,3,1,1,7,0,1,2,Attchd,2000.0
0,2,0,0,1465,915,0,2380,0,0,2,1,3,1,2,7,6,1,4,CarPort,1965.0
0,0,0,0,1679,0,0,1679,1,0,2,0,3,1,1,7,0,1,3,Attchd,1994.0
0,1,0,0,1437,0,0,1437,1,0,1,1,3,1,2,6,2,1,2,Detchd,1999.0
0,0,0,0,1180,0,0,1180,0,0,1,0,2,1,3,5,0,1,1,Detchd,1922.0
0,0,0,0,738,738,0,1476,1,0,2,1,3,1,1,7,0,0,,Attchd,2005.0
0,2,1,0,697,672,0,1369,1,0,2,0,3,1,2,6,0,0,,Detchd,1930.0
0,2,0,0,1208,0,0,1208,1,0,1,1,3,1,2,6,0,1,2,Attchd,1977.0
0,0,0,0,1839,0,0,1839,1,0,2,0,3,1,1,7,0,2,2,Attchd,1957.0
0,2,0,0,1136,0,0,1136,1,0,1,0,3,1,2,5,0,1,1,Attchd,1965.0
0,2,0,0,855,586,0,1441,0,0,2,1,3,1,2,7,0,1,2,Attchd,1978.0
1,3,1,0,1095,679,0,1774,1,0,2,0,4,2,2,8,2,0,,2Types,1920.0
0,0,0,0,792,0,0,792,0,0,1,0,2,1,1,5,0,0,,Detchd,1924.0
0,0,0,0,2046,0,0,2046,0,0,2,1,3,1,1,7,0,1,1,Attchd,2008.0
0,2,0,0,988,0,0,988,1,0,1,0,3,1,2,5,0,0,,Detchd,1963.0
0,2,0,0,923,0,0,923,0,0,2,0,2,1,2,5,0,1,2,Attchd,1980.0
0,0,0,0,848,672,0,1520,0,0,1,0,3,1,2,6,0,0,,Detchd,1968.0
0,0,0,0,1291,0,0,1291,1,0,1,0,2,1,1,6,0,1,1,Attchd,1996.0
0,0,0,0,1668,0,0,1668,1,0,2,0,3,1,1,7,0,1,2,Attchd,2002.0
0,1,0,0,1195,644,0,1839,0,0,2,1,4,1,2,7,0,0,,Attchd,1998.0
0,1,0,0,1190,900,0,2090,1,0,2,0,3,1,1,6,1,1,2,Attchd,1984.0
0,0,0,0,874,887,0,1761,0,0,3,0,3,1,1,7,0,0,,Attchd,2007.0
0,0,0,0,551,551,0,1102,0,0,2,1,2,1,1,4,0,0,,Detchd,2004.0
0,0,0,0,1419,0,0,1419,1,0,2,0,2,1,1,7,0,1,1,Attchd,2007.0
0,0,0,0,1362,0,0,1362,0,0,2,0,2,1,1,6,0,1,1,Attchd,2005.0
0,0,0,0,848,0,0,848,1,0,1,0,1,1,1,3,0,1,2,Attchd,2004.0
0,0,0,0,2444,1872,0,4316,0,1,3,1,4,1,0,10,0,2,0,Attchd,1994.0
0,0,0,0,1238,1281,0,2519,1,0,2,1,4,1,1,9,0,2,1,Attchd,1989.0
0,0,0,0,1073,0,0,1073,0,0,1,0,2,1,2,4,0,0,,Detchd,1968.0
0,2,0,0,1067,472,0,1539,0,0,1,1,3,1,2,5,0,0,,Detchd,1995.0
0,1,0,0,1137,0,0,1137,1,0,2,0,2,1,1,5,0,1,2,Attchd,1987.0
0,1,0,0,616,0,0,616,0,0,1,0,2,1,2,4,0,0,,Detchd,1921.0
0,3,0,1,1148,0,0,1148,0,1,1,0,2,1,2,6,0,0,,Detchd,1952.0
0,0,0,0,894,0,0,894,1,0,1,0,3,1,2,5,0,1,1,Detchd,1973.0
0,0,0,0,1391,0,0,1391,0,0,2,0,2,1,1,5,0,0,,Attchd,2004.0
0,0,0,0,1800,0,0,1800,1,0,2,0,3,1,1,7,0,1,1,Attchd,2002.0
0,2,0,0,1164,0,0,1164,0,0,1,1,3,1,2,6,0,0,,Attchd,1969.0
0,0,0,0,1264,1312,0,2576,0,0,2,1,4,1,0,10,0,1,1,BuiltIn,2006.0
0,1,0,0,1032,780,0,1812,0,0,2,0,4,2,1,8,0,1,4,Detchd,1999.0
0,0,0,0,1484,0,0,1484,1,0,2,0,3,1,1,7,0,0,,Attchd,2004.0
0,3,1,0,372,720,0,1092,0,0,2,0,3,2,3,7,3,0,,,
0,2,0,0,1824,0,0,1824,1,0,2,0,2,1,1,5,0,2,2,Attchd,1971.0
0,0,0,0,1324,0,0,1324,1,0,2,0,2,1,1,6,0,1,1,Attchd,2006.0
0,0,0,0,728,728,0,1456,0,0,2,1,3,1,1,8,0,1,1,Attchd,2007.0
0,2,0,0,904,0,0,904,0,0,1,0,3,1,2,6,0,0,,Attchd,1966.0
0,1,0,0,729,0,0,729,0,0,1,0,2,1,2,5,5,0,,,
0,1,0,0,859,319,0,1178,0,0,1,0,2,1,2,7,0,0,,Detchd,1964.0
0,1,0,0,1228,0,0,1228,1,0,2,0,2,1,1,5,0,1,1,Attchd,1988.0
1,2,1,0,960,0,0,960,1,0,1,0,3,1,2,6,0,0,,Detchd,1970.0
0,0,0,0,725,754,0,1479,0,0,2,1,3,1,1,6,0,0,,Attchd,1976.0
0,2,0,0,1350,0,0,1350,0,0,2,0,3,1,2,7,0,1,2,Attchd,1974.0
0,0,0,0,1576,978,0,2554,0,0,1,1,3,1,2,8,0,0,,Detchd,1996.0
0,1,0,0,1178,0,0,1178,0,1,1,1,3,1,1,5,0,1,3,Attchd,1973.0
0,0,0,0,1325,1093,0,2418,1,0,2,1,3,1,1,9,0,1,2,Attchd,1993.0
0,2,0,0,971,0,0,971,0,0,1,1,3,1,2,5,0,1,4,Attchd,1969.0
0,2,0,0,1742,0,0,1742,1,0,2,0,2,1,1,5,0,1,2,Attchd,1985.0
0,0,0,0,848,0,0,848,1,0,1,0,1,1,1,3,0,0,,Attchd,2004.0
0,0,0,0,864,0,0,864,0,0,1,0,3,1,2,5,0,0,,Detchd,1994.0
0,0,0,0,997,473,0,1470,0,0,2,0,4,1,2,7,0,0,,Detchd,1958.0
0,0,0,0,1698,0,0,1698,1,0,2,0,3,1,0,8,0,1,1,Attchd,2007.0
0,2,0,0,864,0,0,864,0,0,1,0,3,1,1,5,0,0,,Detchd,1989.0
0,0,0,0,1680,0,0,1680,1,0,2,0,3,1,1,5,0,1,1,Attchd,1988.0
0,0,0,0,1232,0,0,1232,1,0,2,0,2,1,1,6,0,0,,Attchd,2007.0
0,2,0,0,1776,0,0,1776,1,0,2,0,4,2,2,9,0,0,,Detchd,1968.0
0,2,0,1,848,0,360,1208,0,0,1,0,2,1,2,5,0,0,,Detchd,1962.0
0,0,0,0,1616,0,0,1616,1,0,2,0,2,1,1,5,0,1,2,Attchd,1995.0
0,0,0,0,1146,0,0,1146,1,0,2,0,3,1,1,6,0,1,1,Attchd,2003.0
0,0,0,0,1153,878,0,2031,0,0,2,1,3,1,1,8,0,1,2,Attchd,1998.0
0,0,0,0,1144,0,0,1144,1,0,1,0,3,1,2,6,0,1,2,Attchd,1961.0
0,2,0,0,948,0,0,948,0,0,1,0,3,1,2,6,0,0,,Attchd,1968.0
1,3,1,0,880,888,0,1768,0,0,1,1,2,1,2,6,0,2,2,Detchd,1914.0
0,1,1,2,1040,0,0,1040,0,0,2,0,2,2,2,6,0,0,,Detchd,1949.0
0,0,0,0,901,900,0,1801,0,0,2,1,3,1,1,8,0,1,1,Attchd,2005.0
0,2,0,0,1200,0,0,1200,3,0,3,0,3,1,2,5,0,0,,,
0,0,0,0,864,864,0,1728,0,0,2,1,3,1,1,7,0,0,,Attchd,2004.0
0,0,0,0,768,664,0,1432,0,0,2,0,2,1,2,7,0,0,,Detchd,1910.0
0,1,0,0,912,0,0,912,1,1,1,0,3,1,1,5,0,0,,Detchd,1962.0
0,0,0,0,1349,0,0,1349,0,0,2,0,3,1,2,6,0,0,,Attchd,2000.0
0,0,0,0,1464,0,0,1464,0,1,2,0,3,1,2,6,2,1,2,Attchd,1997.0
0,1,0,0,1337,0,0,1337,1,0,2,0,2,1,1,5,0,1,2,Attchd,1993.0
0,0,0,0,1175,1540,0,2715,0,1,3,1,4,1,1,11,0,2,2,BuiltIn,1994.0
0,0,0,0,980,1276,0,2256,0,0,2,1,4,1,1,8,0,1,2,BuiltIn,2000.0
1,2,1,0,1320,1320,0,2640,0,0,1,1,4,1,1,8,0,1,1,Detchd,1950.0
0,0,0,0,1720,0,0,1720,1,0,2,0,3,1,1,7,0,1,2,Attchd,1996.0
3,2,1,2,1088,441,0,1529,0,0,2,0,4,1,2,9,3,0,,Detchd,1945.0
0,1,0,0,792,348,0,1140,0,0,1,0,3,1,2,7,2,0,,,
0,0,0,0,660,660,0,1320,0,0,2,1,3,1,1,6,0,0,,Attchd,2003.0
0,0,0,0,1494,0,0,1494,1,0,2,0,3,1,1,6,0,0,,Attchd,1997.0
0,1,0,0,1038,1060,0,2098,0,0,2,1,3,1,0,8,0,1,1,Attchd,2005.0
0,1,0,0,1026,0,0,1026,1,0,1,0,3,1,1,5,0,0,,Detchd,1969.0
0,1,0,0,742,729,0,1471,0,0,2,1,3,1,2,6,0,0,,Detchd,1999.0
0,0,0,0,866,902,0,1768,0,0,2,1,3,1,1,7,0,0,,Attchd,2007.0
0,2,0,0,672,714,0,1386,0,0,2,1,3,1,2,6,0,1,2,Attchd,1978.0
0,1,0,0,757,744,0,1501,0,0,2,1,3,1,2,6,0,0,,Detchd,1999.0
0,0,0,0,1328,1203,0,2531,0,0,2,1,4,1,1,9,0,1,2,Attchd,1995.0
0,0,0,0,864,0,0,864,0,0,1,0,2,1,2,5,0,0,,Detchd,2008.0
0,2,0,0,1301,0,0,1301,0,0,1,0,2,1,3,5,1,0,,Detchd,1965.0
0,0,0,0,764,783,0,1547,0,0,2,1,3,1,1,7,0,0,,Attchd,2009.0
0,0,0,0,1268,1097,0,2365,1,0,2,1,3,1,1,8,0,1,1,Attchd,1999.0
0,0,0,0,1494,0,0,1494,1,0,1,1,2,1,0,6,0,1,1,Attchd,1995.0
0,0,0,0,1506,0,0,1506,0,0,2,0,2,1,0,6,0,1,1,Attchd,2008.0
0,2,0,0,980,734,0,1714,0,0,2,1,3,1,2,7,0,1,2,Attchd,1988.0
0,0,0,0,983,767,0,1750,1,0,2,0,4,1,2,7,3,0,,Attchd,1989.0
0,0,0,0,1836,0,0,1836,0,0,2,0,3,1,1,8,0,1,1,Attchd,2004.0
0,0,0,0,1690,1589,0,3279,1,0,3,1,4,1,0,12,3,1,1,BuiltIn,2003.0
0,2,0,0,858,0,0,858,1,0,1,0,2,1,2,5,0,0,,Detchd,1983.0
0,2,0,2,1220,0,0,1220,0,0,1,0,2,1,2,6,0,0,,Detchd,1951.0
0,2,0,0,1117,0,0,1117,1,0,1,0,3,1,2,6,0,1,2,Detchd,1976.0
0,0,0,1,912,0,0,912,0,0,1,0,2,1,2,5,0,0,,Attchd,1958.0
0,1,0,0,1973,0,0,1973,0,0,2,0,3,1,1,9,0,1,1,Attchd,2006.0
0,0,0,0,1204,0,0,1204,1,0,2,0,2,1,2,5,0,0,,Attchd,1998.0
0,0,0,0,1614,0,0,1614,0,0,2,0,3,1,1,7,0,0,,Attchd,2005.0
0,2,0,0,894,0,0,894,1,0,1,0,3,1,2,5,0,1,3,Attchd,1974.0
0,2,0,0,2020,0,0,2020,0,0,2,0,4,2,2,10,0,2,2,Detchd,1977.0
0,2,0,0,1004,0,0,1004,1,0,1,0,2,1,2,4,0,0,,Attchd,1977.0
0,1,0,0,1253,0,0,1253,0,0,2,0,3,1,2,6,0,1,2,Attchd,1995.0
0,0,0,0,810,793,0,1603,0,0,2,1,3,1,1,7,0,0,,Attchd,1992.0
0,0,0,0,1430,0,0,1430,0,0,2,0,3,1,1,6,0,0,,Attchd,2001.0
0,0,0,0,1110,0,0,1110,1,0,1,0,1,1,1,4,0,1,2,Attchd,1978.0
0,0,0,0,742,742,0,1484,0,0,2,0,3,1,2,9,0,1,1,,
0,2,0,0,1342,0,0,1342,0,0,2,0,3,1,2,7,0,1,1,Attchd,1967.0
0,2,0,0,966,686,0,1652,1,0,2,0,4,1,2,7,0,0,,Detchd,1961.0
0,0,0,0,956,1128,0,2084,1,0,2,1,4,1,1,8,0,0,,BuiltIn,2004.0
0,0,0,0,901,0,0,901,0,0,1,0,2,1,2,4,0,0,,Detchd,1954.0
0,1,0,0,976,1111,0,2087,0,0,2,1,5,1,1,9,0,0,,Attchd,1966.0
0,0,0,0,1145,0,0,1145,0,0,2,0,2,1,1,5,0,1,1,Attchd,2005.0
0,2,0,0,1062,0,0,1062,1,0,1,0,3,1,2,5,0,2,2,Attchd,1976.0
0,0,0,0,1127,886,0,2013,1,0,2,1,3,1,2,8,0,1,2,Attchd,1997.0
0,0,0,0,1496,0,0,1496,0,0,2,0,3,1,1,7,0,0,,Attchd,2007.0
0,0,0,0,1086,809,0,1895,0,0,2,1,3,1,1,7,0,1,2,Attchd,1994.0
0,2,0,0,888,676,0,1564,0,0,2,1,3,1,2,7,0,1,2,Attchd,1980.0
0,0,0,0,1285,0,0,1285,0,0,1,1,3,1,2,7,0,1,2,Attchd,1977.0
0,1,0,0,773,0,0,773,0,0,1,0,2,1,2,4,0,0,,Attchd,1953.0
0,0,0,0,1966,1174,0,3140,0,0,3,1,4,1,0,11,0,2,1,BuiltIn,2009.0
0,0,0,0,981,787,0,1768,1,0,1,1,3,1,1,7,0,2,2,Detchd,1939.0
0,1,0,0,616,1072,0,1688,1,0,2,1,4,1,1,8,0,0,,Attchd,1997.0
0,0,0,1,1196,0,0,1196,1,0,1,0,2,1,2,5,0,0,,Detchd,1957.0
0,0,0,0,728,728,0,1456,1,0,2,1,3,1,1,7,0,1,1,Attchd,2005.0
0,0,0,0,1734,1088,0,2822,0,0,3,1,4,1,0,12,0,1,1,BuiltIn,2009.0
0,2,0,0,1128,0,0,1128,0,0,1,0,2,1,2,5,1,0,,Attchd,1954.0
0,0,0,0,1428,0,0,1428,0,0,2,0,3,1,0,6,0,0,,Attchd,2008.0
0,1,0,0,980,0,0,980,0,0,2,0,3,1,2,6,0,0,,Attchd,1967.0
0,0,0,0,1072,504,0,1576,2,0,1,1,3,1,1,6,0,1,2,Attchd,1923.0
0,2,0,0,1086,0,0,1086,1,0,1,0,3,1,2,6,0,1,1,Attchd,1966.0
0,2,1,1,1075,1063,0,2138,0,0,2,0,2,3,2,11,0,0,,Detchd,1910.0
0,3,0,0,1309,0,0,1309,1,0,1,1,3,1,1,5,0,1,3,Attchd,1974.0
0,0,0,0,848,0,0,848,1,0,1,0,1,1,1,4,0,1,1,Attchd,2004.0
0,2,1,1,1044,0,0,1044,0,0,1,0,2,1,3,4,0,0,,Basment,1952.0
0,1,0,0,1442,0,0,1442,0,0,1,1,4,1,2,7,0,0,,Attchd,1958.0
1,1,0,0,686,564,0,1250,0,1,1,1,3,1,3,7,0,0,,Detchd,1955.0
0,0,0,0,1661,0,0,1661,0,0,2,0,3,1,1,6,0,0,,Attchd,1998.0
0,1,0,0,1008,0,0,1008,0,0,1,0,2,1,2,4,0,1,1,Attchd,1954.0
0,0,0,0,1689,0,0,1689,1,0,2,0,3,1,1,7,0,2,1,Attchd,2002.0
0,1,0,0,1052,0,0,1052,1,0,1,0,3,1,2,6,0,0,,Attchd,1971.0
0,0,0,0,1358,0,0,1358,1,0,2,0,2,1,1,6,0,1,1,Attchd,2010.0
0,0,0,0,798,842,0,1640,0,0,2,1,3,1,1,6,0,0,,Attchd,2003.0
0,2,1,0,936,0,0,936,0,0,1,0,2,1,2,4,2,0,,Detchd,1974.0
0,0,0,0,847,886,0,1733,0,0,2,1,3,1,1,7,0,1,1,BuiltIn,2003.0
0,2,0,0,944,545,0,1489,0,0,2,0,3,1,2,7,0,1,1,Detchd,1940.0
0,0,0,0,1489,0,0,1489,0,0,2,0,3,1,1,7,0,1,1,Attchd,2006.0
0,0,0,0,2084,0,0,2084,1,0,2,0,2,1,0,7,0,1,1,Attchd,2007.0
0,1,0,0,784,0,0,784,1,0,1,0,2,1,1,5,0,0,,,
0,0,0,0,1434,0,0,1434,0,0,2,0,3,1,1,6,0,1,2,Attchd,2001.0
0,2,0,0,1160,966,0,2126,0,1,2,1,3,1,2,7,2,0,,Attchd,1967.0
0,0,0,0,520,623,80,1223,0,0,2,1,2,1,1,4,0,0,,Detchd,2005.0
0,2,0,1,1392,0,0,1392,1,0,1,1,3,1,2,6,0,2,1,Attchd,1957.0
0,0,0,0,520,600,80,1200,0,0,2,1,2,1,1,4,0,0,,Detchd,2005.0
0,0,0,0,941,888,0,1829,1,0,2,1,3,1,1,7,0,1,2,Attchd,2003.0
0,2,0,0,1516,0,0,1516,0,0,1,1,3,1,2,6,0,0,,Attchd,1964.0
0,1,0,0,1144,0,0,1144,1,0,1,0,3,1,2,6,0,0,,Attchd,1961.0
0,2,0,0,1067,0,0,1067,0,0,2,0,2,1,1,4,2,0,,Attchd,1996.0
0,1,0,0,1559,0,0,1559,1,0,1,0,2,1,2,5,2,0,,Detchd,1948.0
0,2,0,0,483,504,0,987,1,0,1,1,2,1,2,5,0,0,,Detchd,1973.0
0,0,0,0,1099,0,0,1099,0,0,1,1,3,1,1,6,0,0,,Attchd,1999.0
0,0,0,0,768,432,0,1200,0,0,1,0,3,1,2,6,0,0,,Detchd,1946.0
0,2,1,0,810,672,0,1482,0,0,2,0,4,1,3,7,0,0,,Detchd,1934.0
0,1,0,0,958,581,0,1539,0,0,2,0,3,1,1,8,0,1,4,Detchd,1983.0
0,2,0,0,1165,0,0,1165,1,0,1,1,3,1,2,6,0,0,,Attchd,1966.0
0,0,1,0,1800,0,0,1800,0,0,2,0,6,2,2,10,0,0,,,
0,1,0,0,876,540,0,1416,0,0,1,1,4,1,2,7,0,1,1,Detchd,1949.0
0,2,0,0,1701,0,0,1701,1,0,2,0,3,1,2,6,2,2,2,Basment,1975.0
0,0,0,0,1006,769,0,1775,1,0,2,1,3,1,1,7,0,1,2,Attchd,1993.0
0,0,0,0,864,0,0,864,1,0,1,0,3,1,2,5,0,1,3,Attchd,1972.0
